,avg_domain_token_length,avg_path_token,avg_token_length,count_of_@,count_of_do,count_of_dot,count_of_exe,count_of_hyphen,count_of_redirect,domain_token_count,google,https,ip_consist,label,largest_domain,largest_path,largest_token,length_of_domain,not_port_80,path_token_count,rank_host,token_count
622,6.0,0.0,5.6,0.0,0.0,2.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,9.0,0.0,9.0,27.0,0.0,0.0,0.0,5.0
623,5.333333333333333,0.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,9.0,0.0,9.0,18.0,0.0,0.0,0.0,4.0
624,8.0,0.0,7.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,18.0,0.0,18.0,26.0,0.0,0.0,0.0,4.0
625,6.0,0.0,5.5,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,12.0,0.0,12.0,20.0,0.0,0.0,0.0,4.0
626,5.0,0.0,4.75,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,9.0,0.0,9.0,17.0,0.0,0.0,0.0,4.0
627,4.5,5.0,4.571428571428571,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,8.0,7.0,8.0,21.0,0.0,2.0,0.0,7.0
628,5.0,0.0,4.75,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,8.0,0.0,8.0,17.0,0.0,0.0,0.0,4.0
629,6.666666666666667,9.0,6.6,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,14.0,9.0,14.0,22.0,0.0,1.0,0.0,5.0
630,10.0,6.0,7.666666666666667,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,24.0,8.0,24.0,32.0,0.0,2.0,0.0,6.0
631,3.0,6.0,4.166666666666667,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,8.0,8.0,11.0,0.0,2.0,0.0,6.0
632,2.75,4.4,3.933333333333333,0.0,0.0,6.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,8.0,8.0,14.0,0.0,10.0,0.0,15.0
633,2.75,4.2,3.8,0.0,0.0,6.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,8.0,8.0,14.0,0.0,10.0,0.0,15.0
634,4.333333333333333,0.0,4.25,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0,15.0,0.0,0.0,0.0,4.0
635,6.0,7.666666666666667,6.428571428571429,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,12.0,9.0,12.0,20.0,0.0,3.0,0.0,7.0
636,4.666666666666667,3.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,9.0,3.0,9.0,16.0,0.0,2.0,0.0,6.0
637,4.666666666666667,7.0,5.571428571428571,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,7.0,13.0,13.0,16.0,0.0,3.0,0.0,7.0
638,4.333333333333333,0.0,4.25,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0,15.0,0.0,0.0,0.0,4.0
639,5.333333333333333,4.5,4.5,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,10.0,6.0,10.0,18.0,0.0,2.0,0.0,10.0
640,7.666666666666667,0.0,6.75,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,17.0,0.0,17.0,25.0,0.0,0.0,0.0,4.0
641,7.5,6.0,6.25,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,12.0,6.0,12.0,16.0,0.0,1.0,0.0,4.0
642,4.6,7.0,5.636363636363637,0.0,0.0,2.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,10.0,8.0,10.0,27.0,0.0,5.0,0.0,11.0
643,4.666666666666667,0.0,4.5,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,8.0,0.0,8.0,16.0,0.0,0.0,0.0,4.0
644,5.666666666666667,0.0,5.25,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,11.0,0.0,11.0,19.0,0.0,0.0,0.0,4.0
645,7.0,0.0,6.25,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,15.0,0.0,15.0,23.0,0.0,0.0,0.0,4.0
646,3.3333333333333335,6.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,6.0,6.0,12.0,0.0,1.0,0.0,5.0
647,3.2,6.333333333333333,4.333333333333333,0.0,0.0,4.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,13.0,13.0,20.0,0.0,3.0,0.0,9.0
648,4.333333333333333,6.0,5.125,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,7.0,10.0,10.0,15.0,0.0,4.0,0.0,8.0
649,2.75,5.0,3.6363636363636362,0.0,0.0,3.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,5.0,8.0,8.0,14.0,1.0,3.0,0.0,11.0
650,4.666666666666667,8.5,5.833333333333333,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,8.0,13.0,13.0,16.0,0.0,2.0,0.0,6.0
651,8.333333333333334,0.0,7.25,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,19.0,0.0,19.0,27.0,0.0,0.0,0.0,4.0
652,8.0,0.0,6.666666666666667,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,13.0,0.0,13.0,17.0,0.0,0.0,0.0,3.0
653,5.333333333333333,0.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,11.0,0.0,11.0,18.0,0.0,0.0,0.0,4.0
654,5.0,6.5,5.625,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,9.0,11.0,11.0,17.0,0.0,4.0,0.0,8.0
655,3.0,7.5,4.666666666666667,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,8.0,8.0,11.0,0.0,2.0,0.0,6.0
656,5.0,0.0,4.75,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,9.0,0.0,9.0,17.0,0.0,0.0,0.0,4.0
657,4.0,6.0,4.333333333333333,0.0,0.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,8.0,6.0,8.0,19.0,0.0,1.0,0.0,6.0
658,6.333333333333333,3.6666666666666665,4.857142857142857,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,11.0,5.0,11.0,21.0,0.0,3.0,0.0,7.0
659,5.5,8.5,6.666666666666667,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,8.0,13.0,13.0,25.0,0.0,4.0,0.0,9.0
660,6.333333333333333,8.5,6.666666666666667,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,14.0,14.0,14.0,21.0,0.0,2.0,0.0,6.0
661,9.333333333333334,0.0,8.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,15.0,0.0,15.0,30.0,0.0,0.0,0.0,4.0
662,4.666666666666667,0.0,4.5,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,9.0,0.0,9.0,16.0,0.0,0.0,0.0,4.0
663,6.666666666666667,0.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,11.0,0.0,11.0,22.0,0.0,0.0,0.0,4.0
664,4.333333333333333,7.0,4.8,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,7.0,7.0,7.0,15.0,0.0,1.0,0.0,5.0
665,4.333333333333333,0.0,4.25,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0,15.0,0.0,0.0,0.0,4.0
666,5.666666666666667,0.0,5.25,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,11.0,0.0,11.0,19.0,0.0,0.0,0.0,4.0
667,6.666666666666667,6.666666666666667,6.285714285714286,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,14.0,10.0,14.0,22.0,0.0,3.0,0.0,7.0
668,4.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,14.0,0.0,0.0,0.0,4.0
669,4.333333333333333,0.0,4.25,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0,15.0,0.0,0.0,0.0,4.0
670,2.6666666666666665,6.333333333333333,4.428571428571429,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,14.0,14.0,10.0,0.0,3.0,0.0,7.0
671,4.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,14.0,0.0,0.0,0.0,4.0
672,4.333333333333333,0.0,4.25,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0,15.0,0.0,0.0,0.0,4.0
673,5.666666666666667,4.0,4.714285714285714,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,11.0,5.0,11.0,19.0,0.0,3.0,0.0,7.0
674,7.333333333333333,9.0,7.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,16.0,9.0,16.0,24.0,0.0,1.0,0.0,5.0
675,5.0,0.0,4.75,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,9.0,0.0,9.0,17.0,0.0,0.0,0.0,4.0
676,6.0,0.0,5.5,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,12.0,0.0,12.0,20.0,0.0,0.0,0.0,4.0
677,5.75,0.0,5.4,0.0,0.0,2.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,26.0,0.0,0.0,0.0,5.0
678,3.0,0.0,3.2,0.0,0.0,2.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,15.0,0.0,0.0,0.0,5.0
679,4.333333333333333,0.0,4.25,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0,15.0,0.0,0.0,0.0,4.0
680,5.0,7.0,5.2,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,9.0,7.0,9.0,17.0,0.0,1.0,0.0,5.0
681,4.333333333333333,5.5,4.666666666666667,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,7.0,8.0,8.0,15.0,0.0,2.0,0.0,6.0
682,4.333333333333333,0.0,4.25,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0,15.0,0.0,0.0,0.0,4.0
683,6.333333333333333,0.0,5.75,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,11.0,0.0,11.0,21.0,0.0,0.0,0.0,4.0
684,5.666666666666667,6.0,5.625,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,19.0,0.0,4.0,0.0,8.0
685,4.333333333333333,0.0,4.25,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0,15.0,0.0,0.0,0.0,4.0
686,3.6666666666666665,7.5,5.777777777777778,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,5.0,13.0,13.0,13.0,0.0,4.0,0.0,9.0
687,8.0,0.0,6.666666666666667,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,13.0,0.0,13.0,17.0,0.0,0.0,0.0,3.0
688,4.5,5.75,5.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,8.0,9.0,9.0,21.0,0.0,4.0,0.0,9.0
689,3.6666666666666665,0.0,3.75,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,13.0,0.0,0.0,0.0,4.0
690,6.0,9.0,6.2,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,10.0,9.0,10.0,20.0,0.0,1.0,0.0,5.0
691,3.857142857142857,0.0,3.875,0.0,0.0,2.0,0.0,4.0,0.0,7.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0,33.0,0.0,0.0,0.0,8.0
692,2.75,7.0,4.142857142857143,0.0,0.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,8.0,8.0,14.0,0.0,2.0,0.0,7.0
693,5.333333333333333,0.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0,18.0,0.0,0.0,0.0,4.0
694,4.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0,14.0,0.0,0.0,0.0,4.0
695,5.0,0.0,4.75,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,9.0,0.0,9.0,17.0,0.0,0.0,0.0,4.0
696,5.5,6.0,5.333333333333333,0.0,0.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,9.0,6.0,9.0,25.0,0.0,1.0,0.0,6.0
697,7.666666666666667,0.0,6.75,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,17.0,0.0,17.0,25.0,0.0,0.0,0.0,4.0
698,8.0,0.0,6.666666666666667,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,13.0,0.0,13.0,17.0,0.0,0.0,0.0,3.0
699,3.3333333333333335,0.0,3.5,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,12.0,0.0,0.0,0.0,4.0
700,6.5,0.0,5.666666666666667,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,14.0,0.0,0.0,0.0,3.0
701,4.333333333333333,0.0,4.25,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0,15.0,0.0,0.0,0.0,4.0
702,5.75,0.0,5.4,0.0,0.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,16.0,0.0,16.0,26.0,0.0,0.0,0.0,5.0
703,7.333333333333333,0.0,6.5,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,16.0,0.0,16.0,24.0,0.0,0.0,0.0,4.0
704,5.0,0.0,4.833333333333333,0.0,0.0,2.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,8.0,0.0,8.0,29.0,0.0,0.0,0.0,6.0
705,8.666666666666666,0.0,7.5,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,28.0,0.0,0.0,0.0,4.0
706,5.666666666666667,0.0,5.25,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,11.0,0.0,11.0,19.0,0.0,0.0,0.0,4.0
707,5.0,0.0,4.75,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,9.0,0.0,9.0,17.0,0.0,0.0,0.0,4.0
708,4.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,14.0,0.0,0.0,0.0,4.0
709,5.0,0.0,4.75,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,9.0,0.0,9.0,17.0,0.0,0.0,0.0,4.0
710,6.5,0.0,5.666666666666667,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,14.0,0.0,0.0,0.0,3.0
711,6.0,0.0,5.5,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,12.0,0.0,12.0,20.0,0.0,0.0,0.0,4.0
712,2.6666666666666665,8.0,5.142857142857143,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,8.0,8.0,10.0,0.0,3.0,0.0,7.0
713,6.0,0.0,5.5,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,12.0,0.0,12.0,20.0,0.0,0.0,0.0,4.0
714,3.6666666666666665,0.0,3.75,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,13.0,0.0,0.0,0.0,4.0
715,8.0,0.0,7.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,13.0,0.0,13.0,26.0,0.0,0.0,0.0,4.0
716,5.0,0.0,4.75,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,9.0,0.0,9.0,17.0,0.0,0.0,0.0,4.0
717,4.0,0.0,4.0,0.0,0.0,3.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,8.0,0.0,8.0,24.0,0.0,0.0,0.0,6.0
718,4.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0,14.0,0.0,0.0,0.0,4.0
719,6.0,0.0,5.333333333333333,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,9.0,0.0,9.0,13.0,0.0,0.0,0.0,3.0
720,5.666666666666667,0.0,5.25,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,11.0,0.0,11.0,19.0,0.0,0.0,0.0,4.0
721,7.0,0.0,6.25,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,15.0,0.0,15.0,23.0,0.0,0.0,0.0,4.0
722,8.0,0.0,7.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,18.0,0.0,18.0,26.0,0.0,0.0,0.0,4.0
723,4.5,0.0,4.4,0.0,0.0,2.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,21.0,0.0,0.0,0.0,5.0
724,4.0,0.0,4.0,0.0,0.0,2.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,24.0,0.0,0.0,0.0,6.0
725,7.333333333333333,5.333333333333333,5.8,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,16.0,8.0,16.0,24.0,0.0,6.0,0.0,10.0
726,4.25,0.0,4.2,0.0,0.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,20.0,0.0,0.0,0.0,5.0
727,4.333333333333333,0.0,4.25,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0,15.0,0.0,0.0,0.0,4.0
728,5.75,0.0,5.4,0.0,0.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,16.0,0.0,16.0,26.0,0.0,0.0,0.0,5.0
729,9.666666666666666,0.0,8.25,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,23.0,0.0,23.0,31.0,0.0,0.0,0.0,4.0
730,5.333333333333333,0.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,18.0,0.0,0.0,0.0,4.0
731,4.666666666666667,0.0,4.5,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,8.0,0.0,8.0,16.0,0.0,0.0,0.0,4.0
732,6.666666666666667,0.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,14.0,0.0,14.0,22.0,0.0,0.0,0.0,4.0
733,5.666666666666667,0.0,5.25,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,11.0,0.0,11.0,19.0,0.0,0.0,0.0,4.0
734,5.333333333333333,0.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,18.0,0.0,0.0,0.0,4.0
735,4.666666666666667,0.0,4.5,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,9.0,0.0,9.0,16.0,0.0,0.0,0.0,4.0
736,5.666666666666667,0.0,5.25,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,11.0,0.0,11.0,19.0,0.0,0.0,0.0,4.0
737,6.333333333333333,0.0,5.75,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,13.0,0.0,13.0,21.0,0.0,0.0,0.0,4.0
738,7.0,0.0,6.25,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,15.0,0.0,15.0,23.0,0.0,0.0,0.0,4.0
739,6.0,0.0,5.5,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,12.0,0.0,12.0,20.0,0.0,0.0,0.0,4.0
740,4.666666666666667,0.0,4.5,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,8.0,0.0,8.0,16.0,0.0,0.0,0.0,4.0
741,3.25,0.0,3.4,0.0,0.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,16.0,0.0,0.0,0.0,5.0
742,4.5,7.5,5.285714285714286,0.0,0.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,6.0,10.0,10.0,21.0,0.0,2.0,0.0,7.0
743,5.666666666666667,0.0,5.25,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,11.0,0.0,11.0,19.0,0.0,0.0,0.0,4.0
744,5.333333333333333,0.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,18.0,0.0,0.0,0.0,4.0
745,5.333333333333333,0.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,18.0,0.0,0.0,0.0,4.0
746,5.5,0.0,5.2,0.0,0.0,2.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,11.0,0.0,11.0,25.0,0.0,0.0,0.0,5.0
747,6.0,0.0,5.5,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,12.0,0.0,12.0,20.0,0.0,0.0,0.0,4.0
748,3.6666666666666665,0.0,3.75,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,13.0,0.0,0.0,0.0,4.0
749,4.0,6.5,4.833333333333333,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,6.0,9.0,9.0,14.0,0.0,2.0,0.0,6.0
750,2.5,0.0,2.8,0.0,0.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,13.0,0.0,0.0,0.0,5.0
751,4.333333333333333,0.0,4.25,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0,15.0,0.0,0.0,0.0,4.0
752,3.25,14.0,5.166666666666667,0.0,0.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,14.0,14.0,16.0,0.0,1.0,0.0,6.0
753,5.666666666666667,0.0,5.25,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,11.0,0.0,11.0,19.0,0.0,0.0,0.0,4.0
754,5.333333333333333,0.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,18.0,0.0,0.0,0.0,4.0
755,7.666666666666667,0.0,6.75,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,17.0,0.0,17.0,25.0,0.0,0.0,0.0,4.0
756,5.333333333333333,0.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,11.0,0.0,11.0,18.0,0.0,0.0,0.0,4.0
757,5.333333333333333,0.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,18.0,0.0,0.0,0.0,4.0
758,7.0,0.0,6.25,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,15.0,0.0,15.0,23.0,0.0,0.0,0.0,4.0
759,5.25,0.0,5.0,0.0,0.0,2.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,24.0,0.0,0.0,0.0,5.0
760,4.75,0.0,4.6,0.0,0.0,2.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,11.0,0.0,11.0,22.0,0.0,0.0,0.0,5.0
761,5.0,0.0,4.75,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,9.0,0.0,9.0,17.0,0.0,0.0,0.0,4.0
762,5.333333333333333,0.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,18.0,0.0,0.0,0.0,4.0
763,6.666666666666667,0.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,14.0,0.0,14.0,22.0,0.0,0.0,0.0,4.0
764,4.333333333333333,0.0,4.25,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0,15.0,0.0,0.0,0.0,4.0
765,5.25,0.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,14.0,0.0,14.0,24.0,0.0,0.0,0.0,5.0
766,3.5,0.0,3.6,0.0,0.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0,17.0,0.0,0.0,0.0,5.0
767,4.75,0.0,4.6,0.0,0.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,12.0,0.0,12.0,22.0,0.0,0.0,0.0,5.0
768,4.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,14.0,0.0,0.0,0.0,4.0
769,4.0,0.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,9.0,0.0,9.0,19.0,0.0,0.0,0.0,5.0
770,3.25,0.0,3.4,0.0,0.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,16.0,0.0,0.0,0.0,5.0
